Date,Open,High,Low,Close,Volume
2022-05-16,150.10,151.40,148.91,150.27,5605088
2022-05-17,152.56,153.86,151.28,152.78,2025741
2022-05-18,148.88,150.64,148.78,149.17,2288987
2022-05-19,148.71,150.28,148.77,148.91,3061492
2022-05-20,150.06,151.37,148.88,150.10,6009923
2022-05-23,146.91,147.25,146.03,147.11,2800947
2022-05-24,149.00,149.21,148.90,149.20,5101230
2022-05-25,147.19,148.65,146.50,147.32,4577439
2022-05-26,146.20,146.47,146.12,146.29,2896240
2022-05-27,145.73,145.91,145.58,145.91,6724301
2022-05-30,142.85,144.28,142.72,143.03,2728287
2022-05-31,143.35,143.69,142.99,143.59,2574867
2022-06-01,141.92,143.35,141.81,142.04,2930705
2022-06-02,139.48,140.77,138.59,139.70,5462469
2022-06-03,139.09,140.46,138.28,139.17,6836826
2022-06-06,141.06,142.18,141.08,141.11,3720443
2022-06-07,139.58,140.62,139.42,139.83,2779985
2022-06-08,138.33,139.49,137.44,138.51,5682120
2022-06-09,139.68,140.62,138.80,139.92,4093514
2022-06-10,140.77,141.42,140.01,141.01,4680834
2022-06-13,141.73,142.57,140.83,142.00,4110746
2022-06-14,141.86,142.23,141.29,141.99,4049918
2022-06-15,144.61,146.17,144.77,144.82,6165016
2022-06-16,145.09,145.15,143.98,145.13,2122706
2022-06-17,144.12,145.48,144.25,144.39,3589656
2022-06-20,141.47,142.31,141.23,141.62,2232531
2022-06-21,139.86,140.69,138.98,139.93,4717999
2022-06-22,139.97,140.44,139.21,140.08,2712727
2022-06-23,141.55,142.99,141.00,141.63,2883380
2022-06-24,141.15,142.62,140.55,141.23,6896626
2022-06-27,141.83,142.99,141.95,142.03,6419131
2022-06-28,141.46,142.22,140.98,141.72,3117562
2022-06-29,145.33,145.90,145.11,145.40,3658586
2022-06-30,147.53,147.82,147.20,147.81,4708869
2022-07-01,150.21,151.34,149.58,150.36,2935078
2022-07-04,152.62,153.60,151.38,152.64,5003879
2022-07-05,147.29,147.71,146.31,147.33,2581940
2022-07-06,145.15,146.71,144.81,145.43,2335926
2022-07-07,149.87,151.37,149.56,150.13,5932506
2022-07-08,150.53,151.23,149.27,150.59,5038344
2022-07-11,150.60,150.74,150.32,150.71,6320108
2022-07-12,151.92,153.52,150.80,152.09,6444465
2022-07-13,152.27,153.12,150.84,152.34,2078082
2022-07-14,155.10,155.42,155.30,155.31,4887624
2022-07-15,154.05,155.59,153.75,154.11,6539759
2022-07-18,155.18,156.02,155.21,155.23,3701153
2022-07-19,157.24,157.59,156.47,157.52,3038473
2022-07-20,156.98,158.64,156.37,157.21,6218385
2022-07-21,153.27,154.23,152.11,153.57,4907557
2022-07-22,155.08,156.55,154.71,155.09,5772655
2022-07-25,160.68,161.97,159.52,160.73,5480345
2022-07-26,163.44,164.11,162.36,163.69,5697295
2022-07-27,164.82,166.07,163.63,164.85,3090170
2022-07-28,159.95,161.00,158.70,160.13,4325638
2022-07-29,163.39,163.54,162.57,163.52,6070366
2022-08-01,163.95,164.74,163.72,163.98,4991019
2022-08-02,169.21,169.91,167.90,169.49,2754265
2022-08-03,170.80,171.96,170.34,170.80,6026770
2022-08-04,168.79,169.30,168.30,169.12,6475201
2022-08-05,168.64,170.08,167.11,168.64,5766225
2022-08-08,168.78,169.40,167.47,168.96,5566508
2022-08-09,168.99,170.37,168.01,169.25,2542716
2022-08-10,169.62,170.32,168.32,169.67,3361518
2022-08-11,169.83,171.45,169.46,170.15,4689579
2022-08-12,172.02,172.43,170.66,172.20,3193565
2022-08-15,175.74,177.25,174.75,175.80,5540144
2022-08-16,178.57,178.99,177.16,178.66,3395983
2022-08-17,174.12,175.08,172.48,174.17,3427747
2022-08-18,177.61,177.99,177.10,177.66,2302104
2022-08-19,180.95,182.07,180.78,181.14,6685721
2022-08-22,181.28,183.04,179.78,181.54,3245263
2022-08-23,181.73,182.94,180.36,182.09,3647397
2022-08-24,179.48,181.11,178.88,179.73,4558792
2022-08-25,185.09,185.26,183.53,185.16,2646111
2022-08-26,186.78,188.31,186.13,187.07,4576024
2022-08-29,189.54,191.60,188.57,189.83,2015196
2022-08-30,187.03,187.60,185.91,187.24,6630294
2022-08-31,190.18,191.84,188.52,190.36,5087984
2022-09-01,189.36,189.69,188.20,189.66,4054933
2022-09-02,187.34,188.14,186.82,187.67,5197809
2022-09-05,189.70,191.26,189.06,189.73,5183277
2022-09-06,190.69,191.00,189.44,190.96,5678004
2022-09-07,185.62,186.08,185.45,185.67,3348658
2022-09-08,185.20,186.81,184.21,185.43,4861904
2022-09-09,184.10,186.03,182.95,184.31,6884409
2022-09-12,180.89,181.18,179.72,180.99,6082840
2022-09-13,179.03,180.15,177.50,179.06,4123864
2022-09-14,183.10,184.61,182.12,183.21,2674146
2022-09-15,178.61,180.36,178.38,178.73,3400355
2022-09-16,182.55,183.41,182.69,182.70,2969157
2022-09-19,190.16,191.52,189.84,190.54,3047217
2022-09-20,185.78,187.07,184.76,185.89,5301204
2022-09-21,181.90,182.31,182.05,182.16,6397783
2022-09-22,182.46,183.00,182.56,182.66,3003622
2022-09-23,185.31,185.89,183.65,185.38,6785386
2022-09-26,185.10,186.73,185.39,185.44,4409743
2022-09-27,186.18,187.64,184.97,186.21,2543359
2022-09-28,186.76,188.32,186.43,186.76,2852902
2022-09-29,188.90,189.34,187.19,188.91,2005036
2022-09-30,190.80,191.50,190.63,190.99,6666430
2022-10-03,188.22,189.08,187.85,188.50,3503750
2022-10-04,187.51,188.79,186.20,187.54,4183663
2022-10-05,192.47,194.12,191.58,192.79,5372835
2022-10-06,197.25,198.77,196.56,197.39,3737932
2022-10-07,190.93,190.99,190.11,190.94,5945623
2022-10-10,191.60,191.67,189.75,191.63,3662572
2022-10-11,190.42,190.79,189.98,190.78,3555448
2022-10-12,187.55,188.46,187.76,187.88,2290916
2022-10-13,183.40,183.99,183.02,183.49,6535643
2022-10-14,182.82,183.39,182.37,182.97,2956297
2022-10-17,176.36,177.48,175.50,176.60,3219543
2022-10-18,177.88,178.78,177.20,178.00,3992048
2022-10-19,179.69,180.63,179.69,179.98,6940479
2022-10-20,177.13,178.35,177.11,177.26,3731502
2022-10-21,174.38,175.41,173.53,174.50,6031785
2022-10-24,177.58,178.36,176.01,177.62,5507994
2022-10-25,177.95,179.44,177.46,178.29,3826796
2022-10-26,181.12,182.17,180.17,181.22,2654856
2022-10-27,180.99,181.83,180.09,181.12,3658843
2022-10-28,181.37,182.62,180.15,181.55,3505422
2022-10-31,178.46,179.28,177.57,178.50,3861261
2022-11-01,178.05,178.72,177.95,178.22,6393025
2022-11-02,172.55,173.66,171.17,172.88,2767382
2022-11-03,173.15,173.93,172.80,173.45,4650998
2022-11-04,174.38,174.73,173.45,174.57,3710540
2022-11-07,177.87,178.39,177.77,177.99,6612675
2022-11-08,180.35,180.60,180.28,180.55,5024069
2022-11-09,183.52,185.21,183.61,183.72,5611389
2022-11-10,179.21,181.08,179.11,179.43,5041302
2022-11-11,181.70,183.00,180.21,181.74,4980474
2022-11-14,182.71,183.69,182.16,182.86,2095571
2022-11-15,182.97,184.25,183.01,183.27,3053262
2022-11-16,185.39,186.14,184.79,185.63,4520211
2022-11-17,180.86,180.95,179.80,180.94,3163087
2022-11-18,179.47,179.92,179.75,179.80,5648555
2022-11-21,183.97,185.41,182.20,183.99,3643282
2022-11-22,190.81,192.10,189.66,191.18,3813936
2022-11-23,187.49,188.81,186.29,187.85,2827181
2022-11-24,188.93,189.44,188.30,189.08,2349687
2022-11-25,186.51,188.36,185.10,186.73,4048118
2022-11-28,185.51,187.47,184.83,185.85,4589141
2022-11-29,185.85,187.07,184.66,186.09,5639424
2022-11-30,191.23,191.63,189.63,191.29,3865633
2022-12-01,191.84,192.42,191.78,192.14,5934435
2022-12-02,184.07,185.81,184.30,184.38,3512495
2022-12-05,182.90,183.86,181.70,183.13,3266482
2022-12-06,183.96,184.80,182.81,184.17,6863061
2022-12-07,187.20,189.31,187.10,187.54,5968900
2022-12-08,182.76,183.76,181.65,182.77,2250664
2022-12-09,181.04,181.95,180.76,181.13,2375021
2022-12-12,179.49,179.87,179.21,179.82,3008637
2022-12-13,180.48,181.68,179.96,180.61,5818179
2022-12-14,178.26,179.44,177.52,178.57,2470314
2022-12-15,184.27,184.64,183.91,184.58,4631708
2022-12-16,186.25,187.52,186.42,186.46,3969028
2022-12-19,186.42,187.37,184.91,186.57,2148941
2022-12-20,181.57,183.54,181.27,181.82,5838112
2022-12-21,182.85,183.95,182.02,183.11,6703210
2022-12-22,187.18,188.05,187.30,187.50,6410901
2022-12-23,186.94,188.56,186.80,187.10,6627850
2022-12-26,187.30,188.09,187.41,187.59,4020726
2022-12-27,182.06,182.26,181.70,182.14,5256194
2022-12-28,186.13,187.16,184.43,186.17,2000921
2022-12-29,185.25,187.36,184.59,185.53,5921574
2022-12-30,190.97,192.62,190.60,191.17,3684820
2023-01-02,195.58,196.24,194.63,195.85,6957325
2023-01-03,193.94,195.40,192.56,194.19,2405757
2023-01-04,188.94,189.91,188.71,189.21,6696780
2023-01-05,194.26,195.85,193.88,194.33,6497063
2023-01-06,196.82,197.36,196.84,197.01,3473272
2023-01-09,195.20,197.29,195.24,195.52,4292073
2023-01-10,196.59,197.39,195.34,196.83,5620134
2023-01-11,194.95,196.29,194.54,195.02,4124121
2023-01-12,197.28,198.31,195.75,197.62,6470700
2023-01-13,200.26,202.05,200.25,200.64,4326538
2023-01-16,203.44,203.87,203.12,203.78,4358303
2023-01-17,210.55,212.38,209.48,210.88,3232660
2023-01-18,209.24,209.40,208.17,209.33,2616276
2023-01-19,206.65,207.54,206.15,206.82,4175818
2023-01-20,209.41,211.77,209.06,209.69,4577953
2023-01-23,207.15,207.90,205.60,207.31,5489347
2023-01-24,214.45,216.05,214.32,214.82,3576667
2023-01-25,221.62,222.22,219.93,221.82,5506580
2023-01-26,228.85,230.10,229.03,229.07,2945751
2023-01-27,229.84,231.59,229.82,229.96,2560849
2023-01-30,234.39,235.15,233.71,234.46,6018539
2023-01-31,230.10,231.55,230.03,230.32,4985489
2023-02-01,228.16,230.18,226.58,228.42,6128365
2023-02-02,228.53,229.62,227.27,228.88,6113833
2023-02-03,231.61,233.04,231.45,231.79,6608560
2023-02-06,222.07,224.07,221.38,222.43,4279213
2023-02-07,210.05,210.74,210.17,210.18,5792459
2023-02-08,209.21,210.26,209.12,209.31,2814964
2023-02-09,202.71,204.37,202.99,203.09,2013395
2023-02-10,206.85,207.43,206.70,207.17,5054419
2023-02-13,203.28,204.27,201.76,203.68,3604702
2023-02-14,198.79,199.65,197.70,198.79,4330911
2023-02-15,197.57,199.41,196.90,197.62,3899712
2023-02-16,203.56,203.91,202.36,203.83,3977773
2023-02-17,202.77,203.49,201.22,203.17,6231760
2023-02-20,205.22,206.62,204.54,205.38,2328339
2023-02-21,205.90,207.46,205.16,206.00,3934177
2023-02-22,212.19,214.26,211.95,212.57,2715942
2023-02-23,203.16,203.84,202.63,203.41,5340299
2023-02-24,205.16,206.06,205.43,205.47,3473915
2023-02-27,205.13,206.14,204.32,205.41,3783457
2023-02-28,207.20,209.04,206.95,207.50,2935592
2023-03-01,211.07,212.82,210.01,211.15,2596986
2023-03-02,210.16,212.07,208.87,210.34,4434306
2023-03-03,212.62,213.34,212.80,212.94,5114218
2023-03-06,216.80,217.47,214.89,217.02,6303390
2023-03-07,218.98,219.48,217.31,219.01,4668488
2023-03-08,216.71,218.20,215.31,217.01,6876178
2023-03-09,215.75,217.26,215.36,216.09,4593128
2023-03-10,216.01,217.40,214.60,216.27,4486003
2023-03-13,214.04,216.05,213.38,214.28,3221472
2023-03-14,210.71,212.78,209.81,211.11,2466199
2023-03-15,207.09,208.68,205.72,207.13,3886852
2023-03-16,203.21,203.39,201.38,203.35,4150098
2023-03-17,205.55,207.54,203.92,205.57,4922603
2023-03-20,206.55,208.58,205.69,206.76,2871034
2023-03-21,207.04,207.34,206.16,207.07,4662058
2023-03-22,200.60,200.70,198.79,200.61,6962341
2023-03-23,206.87,209.15,206.66,207.20,6438550
2023-03-24,209.20,209.82,207.75,209.48,4757351
2023-03-27,213.68,214.18,212.09,214.09,3585412
2023-03-28,218.00,220.00,216.00,218.01,4589399
2023-03-29,220.67,220.99,220.48,220.76,4435978
2023-03-30,218.38,220.83,216.82,218.73,4791816
2023-03-31,221.73,223.58,220.69,221.80,2323581
2023-04-03,214.67,217.03,214.21,214.95,3697938
2023-04-04,212.82,214.75,211.50,213.06,5581554
2023-04-05,216.45,217.87,214.39,216.55,4641096
2023-04-06,223.46,225.13,222.39,223.46,2543231
2023-04-07,225.05,226.38,224.02,225.15,5954625
2023-04-10,228.08,228.93,227.24,228.18,6541945
2023-04-11,220.45,221.56,219.42,220.58,5971857
2023-04-12,223.61,224.45,223.54,223.98,5911029
2023-04-13,221.38,223.58,219.79,221.43,3026127
2023-04-14,229.49,229.85,228.58,229.72,3983817
2023-04-17,234.20,236.22,232.47,234.35,5450767
2023-04-18,231.32,232.97,229.47,231.75,4093642
2023-04-19,232.38,234.02,231.77,232.66,6579110
2023-04-20,238.48,239.54,238.06,238.84,4573838
2023-04-21,246.87,249.66,246.82,247.19,4744491
2023-04-24,242.58,242.96,242.45,242.90,3757737
2023-04-25,243.51,245.28,241.68,243.55,3280242
2023-04-26,240.48,241.56,240.07,240.62,4978673
2023-04-27,233.32,234.50,231.49,233.59,5519697
2023-04-28,230.20,230.47,230.08,230.36,6569980
2023-05-01,233.82,235.84,233.69,234.22,4796189
2023-05-02,231.96,233.72,230.93,232.17,6864990
2023-05-03,228.40,229.32,227.73,228.64,4443051
2023-05-04,229.48,231.73,229.32,229.63,4197037
2023-05-05,224.21,226.25,224.12,224.32,2793617
2023-05-08,228.27,229.61,227.20,228.55,6899455
2023-05-09,221.36,221.81,219.54,221.68,3181219
2023-05-10,217.09,219.61,216.29,217.50,3305576
2023-05-11,215.21,216.65,213.98,215.47,3939193
2023-05-12,212.66,212.92,211.16,212.68,6748735
2023-05-15,211.25,211.50,209.50,211.49,3400870
2023-05-16,218.13,219.55,216.79,218.35,5562264
2023-05-17,217.91,218.21,217.21,218.02,4899584
2023-05-18,227.50,229.70,226.99,227.55,3079496
2023-05-19,225.66,226.87,224.34,225.82,6768668
2023-05-22,225.58,227.96,223.61,225.76,2633766
2023-05-23,224.25,226.31,223.46,224.50,2341456
2023-05-24,220.04,220.75,218.96,220.09,2558406
2023-05-25,219.41,221.33,218.63,219.61,4951281
2023-05-26,217.73,219.41,216.83,218.13,6186749
2023-05-29,219.11,219.57,218.83,219.46,2931477
2023-05-30,218.10,219.40,216.42,218.30,6852130
2023-05-31,219.16,219.86,217.83,219.25,4615376
2023-06-01,223.84,225.62,221.82,224.01,2887881
2023-06-02,223.73,224.20,223.45,223.88,3336312
2023-06-05,229.06,231.29,227.83,229.24,2627336
2023-06-06,235.73,236.86,234.77,236.15,2427619
2023-06-07,239.55,241.29,238.57,239.62,4403828
2023-06-08,236.86,238.10,235.92,237.10,5222629
2023-06-09,238.14,240.20,238.03,238.29,6550690
2023-06-12,232.67,233.48,231.68,233.08,5054676
2023-06-13,231.93,234.19,231.48,232.18,2401256
2023-06-14,232.54,233.35,231.56,232.84,5257094
2023-06-15,241.73,243.34,240.34,241.98,5288858
2023-06-16,247.11,247.92,247.31,247.35,4163215
2023-06-19,240.29,242.06,238.55,240.73,3546832
2023-06-20,236.90,239.00,235.34,236.94,5106374
2023-06-21,240.00,241.39,238.60,240.17,5508509
2023-06-22,239.93,241.89,239.53,239.96,6419903
2023-06-23,243.16,243.65,242.00,243.43,4507223
2023-06-26,250.32,252.15,249.87,250.39,6437135
2023-06-27,256.45,259.03,255.59,256.54,3876307
2023-06-28,260.60,261.70,260.01,261.09,3491405
2023-06-29,262.61,265.19,261.28,263.05,6949095
2023-06-30,258.52,258.74,257.37,258.60,5916045
2023-07-03,258.55,259.42,258.27,258.68,2058920
2023-07-04,256.57,258.96,256.65,256.80,2044388
2023-07-05,259.06,259.25,257.81,259.11,2539116
2023-07-06,253.35,254.26,251.51,253.60,5209769
2023-07-07,245.89,248.32,245.49,246.38,6723015
2023-07-10,246.03,248.88,245.40,246.48,3745520
2023-07-11,241.89,242.55,241.22,242.19,2943951
2023-07-12,250.09,251.93,248.86,250.31,5984975
2023-07-13,240.31,242.58,239.92,240.64,4535258
2023-07-14,239.18,241.80,237.36,239.52,5261466
2023-07-17,232.56,233.93,231.28,232.94,4830268
2023-07-18,232.36,233.82,232.36,232.53,4908329
2023-07-19,236.76,238.68,236.34,237.08,2162315
2023-07-20,244.54,244.88,242.71,244.58,3258894
2023-07-21,252.60,253.64,251.15,253.08,4864733
2023-07-24,258.74,259.85,257.37,259.03,3646497
2023-07-25,247.67,249.63,245.99,247.81,6270854
2023-07-26,249.59,251.83,248.88,249.81,4404471
2023-07-27,237.52,239.77,235.58,237.69,4714013
2023-07-28,237.87,238.69,236.59,238.06,3866147
2023-07-31,240.14,241.30,238.41,240.56,3527542
2023-08-01,242.40,243.29,242.33,242.45,5364861
2023-08-02,246.99,248.95,246.17,247.21,6044774
2023-08-03,246.17,248.06,245.45,246.27,2233946
2023-08-04,243.06,245.21,243.11,243.42,5599044
2023-08-07,248.12,248.49,247.98,248.32,2806734
2023-08-08,246.24,246.62,244.77,246.47,5523683
2023-08-09,247.32,247.57,247.16,247.47,5416559
2023-08-10,248.26,249.25,246.47,248.39,4152027
2023-08-11,249.35,250.44,247.25,249.66,3396754
2023-08-14,244.52,245.55,244.81,244.91,4817408
2023-08-15,247.70,249.06,246.92,247.72,5080654
2023-08-16,248.74,250.29,248.71,249.10,5853159
2023-08-17,248.28,249.37,246.22,248.37,3801590
2023-08-18,252.05,254.07,250.43,252.42,5592614
2023-08-21,246.65,248.40,246.37,247.01,2892896
2023-08-22,252.17,253.57,250.87,252.41,2369105
2023-08-23,254.60,256.51,254.33,254.78,5687907
2023-08-24,257.13,258.92,256.73,257.47,4515967
2023-08-25,262.84,264.35,262.49,263.21,5519954
2023-08-28,255.42,257.47,254.65,255.87,5366533
2023-08-29,256.99,258.48,256.66,257.24,5722372
2023-08-30,261.47,262.77,259.69,261.92,3254136
2023-08-31,259.72,261.17,258.09,259.90,4628493
2023-09-01,256.42,257.35,256.33,256.55,6512109
2023-09-04,259.49,260.30,259.06,259.97,5571652
2023-09-05,264.58,265.66,262.75,264.95,3473786
2023-09-06,263.36,264.01,261.58,263.84,6885180
2023-09-07,263.24,265.96,261.70,263.71,2472500
2023-09-08,258.81,261.82,257.03,259.32,6902413
2023-09-11,260.65,262.82,259.49,260.91,6841585
2023-09-12,255.60,257.26,255.77,256.01,3956682
2023-09-13,255.02,256.58,252.94,255.11,4914373
2023-09-14,258.10,258.92,257.71,258.10,6381322
2023-09-15,260.69,261.12,260.12,261.00,5024198
2023-09-18,263.56,263.98,261.78,263.71,2509666
2023-09-19,265.96,268.36,264.38,266.19,5504393
2023-09-20,267.43,269.00,266.27,267.61,5675047
2023-09-21,266.48,268.11,265.22,266.65,4688293
2023-09-22,265.88,266.91,265.98,266.29,4210798
2023-09-25,265.20,268.14,264.18,265.72,5909229
2023-09-26,257.80,260.29,257.29,257.95,6450252
2023-09-27,253.53,254.97,252.33,253.54,2500535
2023-09-28,251.61,252.42,250.43,251.88,5726744
2023-09-29,248.31,248.84,246.17,248.38,2795546
2023-10-02,253.02,255.18,251.22,253.12,5373606
2023-10-03,255.98,257.11,254.74,255.99,5127593
2023-10-04,247.38,248.79,246.75,247.84,3724172
2023-10-05,248.95,251.54,246.75,249.09,2830011
2023-10-06,246.18,247.80,245.60,246.38,4111775
2023-10-09,242.80,244.31,240.90,243.11,4236132
2023-10-10,242.04,242.35,242.07,242.18,4869748
2023-10-11,237.23,239.08,237.42,237.58,2679290
2023-10-12,238.41,239.78,237.83,238.53,4331425
2023-10-13,240.07,240.33,240.00,240.17,6492819
2023-10-16,237.13,239.02,235.85,237.58,5830139
2023-10-17,246.54,248.07,245.45,246.92,4010052
2023-10-18,250.73,253.23,250.73,250.76,2699224
2023-10-19,249.23,250.51,248.51,249.27,3564321
2023-10-20,242.05,242.96,240.19,242.16,3272012
2023-10-23,236.77,239.10,235.10,237.15,3488961
2023-10-24,236.33,237.11,234.51,236.40,5881837
2023-10-25,240.78,241.33,238.79,241.07,2117305
2023-10-26,237.59,239.17,236.29,237.82,3862032
2023-10-27,237.16,237.28,236.72,237.22,2782686
2023-10-30,231.37,233.64,229.46,231.78,5545931
2023-10-31,232.33,232.92,231.59,232.36,3818437
2023-11-01,233.99,235.55,232.73,234.00,4266868
2023-11-02,244.09,245.14,241.77,244.13,3557891
2023-11-03,246.30,248.60,244.27,246.58,3358174
2023-11-06,247.29,248.24,245.74,247.70,5334383
2023-11-07,246.39,248.81,244.39,246.49,6153185
2023-11-08,246.13,247.42,245.48,246.62,2481245
2023-11-09,242.26,244.21,240.22,242.53,5985232
2023-11-10,238.35,239.38,236.90,238.46,3331811
2023-11-13,235.75,237.65,233.78,235.90,6187650
2023-11-14,243.17,243.47,243.20,243.27,6219414
2023-11-15,241.64,243.53,240.83,241.73,5093771
2023-11-16,235.63,236.08,235.30,235.91,4477387
2023-11-17,233.95,235.22,234.25,234.31,6036929
2023-11-20,235.04,235.12,235.05,235.06,6439064
2023-11-21,236.98,238.10,236.07,237.34,2350458
2023-11-22,233.33,234.87,231.25,233.45,5437778
2023-11-23,233.80,234.71,232.88,234.19,2367691
2023-11-24,233.40,234.94,232.10,233.79,4806862
2023-11-27,237.56,239.64,236.03,237.86,4421960
2023-11-28,235.37,236.40,235.56,235.62,2879651
2023-11-29,234.57,236.31,233.01,234.97,6846600
2023-11-30,236.37,238.72,235.60,236.81,2989476
2023-12-01,234.45,235.36,233.55,234.51,2974944
2023-12-04,233.93,235.64,232.29,234.29,3469671
2023-12-05,237.12,239.05,236.78,237.20,6140324
2023-12-06,239.49,240.55,238.11,239.82,2653570
2023-12-07,240.21,241.69,238.59,240.50,4676075
2023-12-08,242.27,244.04,240.59,242.42,3874507
2023-12-11,247.35,247.83,245.11,247.41,6915530
2023-12-12,240.09,241.05,238.70,240.27,5465813
2023-12-13,244.31,245.66,243.88,244.50,6192022
2023-12-14,237.86,240.35,237.94,238.09,5760823
2023-12-15,230.88,231.08,229.92,230.90,5838884
2023-12-18,236.81,237.45,235.41,236.98,3092871
2023-12-19,242.99,244.93,243.09,243.37,4189450
2023-12-20,240.72,242.81,240.74,241.02,5795288
2023-12-21,240.38,242.51,238.11,240.50,4577053
2023-12-22,236.72,237.79,236.98,237.19,2201410
2023-12-25,237.25,238.09,235.60,237.31,5335026
2023-12-26,228.15,229.08,227.63,228.18,5644568
